contrato;obra;sequencia_do_trecho;rodovia;descricao_rodovia;descricao_trecho;km_inicial;km_final
DM-003/2023;Obra 1;110;MG425 ;BR381-TIMÓTEO-VARGEM ALEGRE-BR116;;56,2;83,7
DM-003/2024;Obra 1;1;LMG601;ENTR LMG634(ALMENARA) / MATA VERDE;;;
DM-004/2021;Obra 1;1;CMG367;DIV BA/MG (SALTO DA DIVISA)-JEQUITINHONHA-ARAÇUAÍ-MINAS NOVAS-DIAMANTINA-GOUVEIA;;514,8;539,7
DM-004/2022;Obra 1;1;MG255 ;ITURAMA-SÃO FRANCISCO DE SALES-ITAPAGIPE-FRUTAL;;43,5;49,0
DM-004/2023;Obra 1;1;AMG900;ACESSO;;0,0;11,0
DM-004/2023;Obra 1;2;AMG900;ACESSO;;0,0;8,8
DM-004/2023;Obra 1;3;AMG900;ACESSO;;0,0;25,4
DM-004/2023;Obra 1;4;AMG900;ACESSO;;0,0;12,28
DM-004/2023;Obra 1;5;AMG900;ACESSO;;0,0;12,9
DM-004/2023;Obra 1;6;AMG900;ACESSO;;0,0;9,0
DM-004/2023;Obra 1;7;AMG900;ACESSO;;0,0;7,0
DM-004/2023;Obra 1;8;AMG900;ACESSO;;0,0;1,6
DM-004/2023;Obra 1;9;AMG900;ACESSO;;0,0;9,0
DM-004/2023;Obra 1;10;AMG900;ACESSO;;0,0;1,6
DM-004/2023;Obra 1;11;AMG900;ACESSO;;0,0;1,6
DM-004/2023;Obra 1;12;AMG900;ACESSO;;0,0;4,5
DM-004/2023;Obra 1;13;AMG900;ACESSO;;0,0;4,5
DM-004/2023;Obra 1;14;AMG900;ACESSO;;0,0;1,6
DM-004/2023;Obra 1;15;AMG900;ACESSO;;0,0;4,8
DM-004/2023;Obra 1;16;AMG900;ACESSO;;0,0;5,3
DM-004/2023;Obra 1;17;AMG900;ACESSO;;0,0;11,8
DM-004/2023;Obra 1;18;AMG900;ACESSO;;0,0;3,4
DM-004/2023;Obra 1;19;AMG900;ACESSO;;0,0;3,5
DM-004/2023;Obra 1;20;AMG900;ACESSO;;0,0;2,51
DM-004/2023;Obra 1;21;AMG900;ACESSO;;0,0;3,3
DM-004/2023;Obra 1;22;AMG900;ACESSO;;0,0;1,8
DM-004/2023;Obra 1;23;AMG900;ACESSO;;0,0;1,9
DM-004/2023;Obra 1;24;AMG900;ACESSO;;2,51;2,7
DM-004/2023;Obra 1;25;AMG900;ACESSO;;9,0;11,2
DM-004/2023;Obra 1;26;AMG900;ACESSO;;11,0;13,0
DM-004/2023;Obra 1;27;AMG900;ACESSO;;12,28;13,1
DM-004/2023;Obra 1;28;BR116 ;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);;599,1;617,8
DM-004/2023;Obra 1;29;BR116 ;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);;617,8;620,3
DM-004/2023;Obra 1;30;BR116 ;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);;620,3;628,7
DM-004/2023;Obra 1;31;BR116 ;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);;628,7;661,4
DM-004/2023;Obra 1;32;BR116 ;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);;661,4;662,6
DM-004/2023;Obra 1;33;BR116 ;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);;662,6;713,3
DM-004/2023;Obra 1;34;BR116 ;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);;713,3;747,2
DM-004/2023;Obra 1;35;BR262 ;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;0,0;10,3
DM-004/2023;Obra 1;36;BR262 ;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;10,3;15,4
DM-004/2023;Obra 1;37;BR262 ;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;15,4;29,1
DM-004/2023;Obra 1;38;BR262 ;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;29,1;36,6
DM-004/2023;Obra 1;39;BR262 ;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;36,6;51,0
DM-004/2023;Obra 1;40;BR262 ;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;51,0;68,0
DM-004/2023;Obra 1;41;BR262 ;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;68,0;72,4
DM-004/2023;Obra 1;42;BR356 ;BELO HORIZONTE-OURO PRETO-VIÇOSA-ERVÁLIA-MURIÉ-DIV MG/RJ;;300,4;324,5
DM-004/2023;Obra 1;43;BR474 ;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;;17,1;31,5
DM-004/2023;Obra 1;44;BR474 ;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;;31,5;36,9
DM-004/2023;Obra 1;45;BR474 ;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;;36,9;64,8
DM-004/2023;Obra 1;46;BR474 ;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;;64,8;89,1
DM-004/2023;Obra 1;47;BR474 ;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;;89,1;94,9
DM-004/2023;Obra 1;48;CMG474;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;;0,0;17,1
DM-004/2023;Obra 1;49;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;0,0;9,4
DM-004/2023;Obra 1;50;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;9,4;11,6
DM-004/2023;Obra 1;51;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;11,6;19,6
DM-004/2023;Obra 1;52;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;19,6;30,5
DM-004/2023;Obra 1;53;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;30,5;31,7
DM-004/2023;Obra 1;54;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;31,7;33,7
DM-004/2023;Obra 1;55;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;33,7;62,4
DM-004/2023;Obra 1;56;LINK  ;LINKS PARA ROTEIRIZAÇÃO - MAPA INTERATIVO ;;0,0;13,7
DM-004/2023;Obra 1;57;LINK  ;LINKS PARA ROTEIRIZAÇÃO - MAPA INTERATIVO ;;0,0;11,8
DM-004/2023;Obra 1;58;LINK  ;LINKS PARA ROTEIRIZAÇÃO - MAPA INTERATIVO ;;0,0;18,0
DM-004/2023;Obra 1;59;LINK  ;LINKS PARA ROTEIRIZAÇÃO - MAPA INTERATIVO ;;0,0;1,3
DM-004/2023;Obra 1;60;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;;0,0;12,4
DM-004/2023;Obra 1;61;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;;12,4;13,9
DM-004/2023;Obra 1;62;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;;13,9;15,9
DM-004/2023;Obra 1;63;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;;15,9;18,2
DM-004/2023;Obra 1;64;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;;18,2;21,2
DM-004/2023;Obra 1;65;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;;21,2;23,2
DM-004/2023;Obra 1;66;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;;23,2;35,2
DM-004/2023;Obra 1;67;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;;35,2;36,6
DM-004/2023;Obra 1;68;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;;36,6;58,4
DM-004/2023;Obra 1;69;LMG822;CHALÉ-LAJINHA;;0,0;0,3
DM-004/2023;Obra 1;70;LMG822;CHALÉ-LAJINHA;;0,3;14,8
DM-004/2023;Obra 1;71;LMG822;CHALÉ-LAJINHA;;14,8;15,1
DM-004/2023;Obra 1;72;LMG834;ESPERA FELIZ-CAIANA-CARANGOLA;;0,0;0,9
DM-004/2023;Obra 1;73;LMG834;ESPERA FELIZ-CAIANA-CARANGOLA;;0,9;6,0
DM-004/2023;Obra 1;74;LMG834;ESPERA FELIZ-CAIANA-CARANGOLA;;6,0;8,5
DM-004/2023;Obra 1;75;LMG834;ESPERA FELIZ-CAIANA-CARANGOLA;;8,5;22,3
DM-004/2023;Obra 1;76;LMG834;ESPERA FELIZ-CAIANA-CARANGOLA;;22,3;23,6
DM-004/2023;Obra 1;77;LMG834;ESPERA FELIZ-CAIANA-CARANGOLA;;23,6;24,5
DM-004/2023;Obra 1;78;LMG838;ENTR BR262-LUISBURGO;;0,0;7,6
DM-004/2023;Obra 1;79;LMG838;ENTR BR262-LUISBURGO;;7,6;8,0
DM-004/2023;Obra 1;80;LMG838;ENTR BR262-LUISBURGO;;8,0;23,4
DM-004/2023;Obra 1;81;LMG852;ENTR BR262-SANTA MARGARIDA-ENTR BR116;;0,0;9,5
DM-004/2023;Obra 1;82;LMG852;ENTR BR262-SANTA MARGARIDA-ENTR BR116;;9,5;11,3
DM-004/2023;Obra 1;83;LMG852;ENTR BR262-SANTA MARGARIDA-ENTR BR116;;11,3;25,7
DM-004/2023;Obra 1;84;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;100,9;103,4
DM-004/2023;Obra 1;85;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;103,4;116,4
DM-004/2023;Obra 1;86;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;144,3;159,9
DM-004/2023;Obra 1;87;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;159,9;169,7
DM-004/2023;Obra 1;88;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;169,7;171,5
DM-004/2023;Obra 1;89;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;171,5;174,6
DM-004/2023;Obra 1;90;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;174,6;198,3
DM-004/2023;Obra 1;91;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;198,3;206,8
DM-004/2023;Obra 1;92;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;206,8;219,7
DM-004/2023;Obra 1;93;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;219,7;220,5
DM-004/2023;Obra 1;94;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;220,5;221,5
DM-004/2023;Obra 1;95;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;221,5;223,5
DM-004/2023;Obra 1;96;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;223,5;229,1
DM-004/2023;Obra 1;97;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;229,1;233,0
DM-004/2023;Obra 1;98;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;233,0;243,9
DM-004/2023;Obra 1;99;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;243,9;248,9
DM-004/2023;Obra 1;100;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;248,9;251,6
DM-004/2023;Obra 1;101;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;256,7;269,7
DM-004/2023;Obra 1;102;MG108 ;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;;269,7;272,4
DM-004/2023;Obra 1;103;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;0,0;0,8
DM-004/2023;Obra 1;104;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;0,8;9,1
DM-004/2023;Obra 1;105;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;9,1;20,5
DM-004/2023;Obra 1;106;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;20,5;25,7
DM-004/2023;Obra 1;107;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;25,7;31,6
DM-004/2023;Obra 1;108;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;31,6;42,7
DM-004/2023;Obra 1;109;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;42,7;51,9
DM-004/2023;Obra 1;110;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;51,9;56,8
DM-004/2023;Obra 1;111;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;56,8;67,0
DM-004/2023;Obra 1;112;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;67,0;72,0
DM-004/2023;Obra 1;113;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;72,0;80,3
DM-004/2023;Obra 1;114;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;80,3;82,5
DM-004/2023;Obra 1;115;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;90,0;92,4
DM-004/2023;Obra 1;116;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;92,4;100,9
DM-004/2023;Obra 1;117;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;100,9;105,0
DM-004/2023;Obra 1;118;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;105,0;111,0
DM-004/2023;Obra 1;119;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;111,0;112,6
DM-004/2023;Obra 1;120;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;112,6;113,9
DM-004/2023;Obra 1;121;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;113,9;121,0
DM-004/2023;Obra 1;122;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;121,0;128,0
DM-004/2023;Obra 1;123;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;128,0;133,0
DM-004/2023;Obra 1;124;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;133,0;140,4
DM-004/2023;Obra 1;125;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;140,4;141,1
DM-004/2023;Obra 1;126;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;154,9;158,8
DM-004/2023;Obra 1;127;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;158,8;167,2
DM-004/2023;Obra 1;128;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;167,2;182,0
DM-004/2023;Obra 1;129;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;182,0;183,0
DM-004/2023;Obra 1;130;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;183,0;183,6
DM-004/2023;Obra 1;131;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;183,6;184,8
DM-004/2023;Obra 1;132;MG111 ;IPANEMA-MANHUMIRIM-CARANGOLA-TOMBOS-DIV MG/RJ;;184,8;185,1
DM-004/2023;Obra 1;133;MG265 ;MG239-JEQUERI-SERICITA-BR116-DIVINO-CARANGOLA;;0,0;16,3
DM-004/2023;Obra 1;134;MG265 ;MG239-JEQUERI-SERICITA-BR116-DIVINO-CARANGOLA;;16,3;17,1
DM-004/2023;Obra 1;135;MG265 ;MG239-JEQUERI-SERICITA-BR116-DIVINO-CARANGOLA;;17,1;26,3
DM-004/2023;Obra 1;136;MG441 ;LAJINHA-DIV MG/ES;;0,0;1,8
DM-004/2023;Obra 1;137;MG441 ;LAJINHA-DIV MG/ES;;1,8;8,2
DM-004/2024;Obra 1;1;LMG808;CONTAGEM-NOVA CONTAGEM-ENTR MG432(CARACÓIS);;;
DM-005/2021;Obra 1;1;AMG900;ACESSO;ENTR BR458 - SÃO JOÃO DO ORIENTE;0,0;12,0
DM-005/2021;Obra 1;2;AMG900;ACESSO;ENTR BR458 - IPABA;0,0;5,0
DM-005/2021;Obra 1;3;AMG900;ACESSO;ENTR BR458 - BUGRE;0,0;3,2
DM-005/2022;Obra 1;1;MG262 ;MARIANA (BR356)-PONTE NOVA (BR120);;;
DM-005/2023;Obra 1;1;AMG900;ACESSO;;0,0;7,7
DM-005/2023;Obra 1;2;AMG900;ACESSO;;0,0;16,0
DM-005/2023;Obra 1;3;AMG900;ACESSO;;0,0;4,8
DM-005/2023;Obra 1;4;AMG900;ACESSO;;0,0;19,0
DM-005/2023;Obra 1;5;AMG900;ACESSO;;0,0;15,8
DM-005/2023;Obra 1;6;AMG900;ACESSO;;0,0;12,0
DM-005/2023;Obra 1;7;AMG900;ACESSO;;0,0;1,1
DM-005/2023;Obra 1;8;AMG900;ACESSO;;0,0;13,3
DM-005/2023;Obra 1;9;AMG900;ACESSO;;0,0;13,0
DM-005/2023;Obra 1;10;AMG900;ACESSO;;0,0;2,7
DM-005/2023;Obra 1;11;AMG900;ACESSO;;0,0;18,4
DM-005/2023;Obra 1;12;AMG900;ACESSO;;0,0;5,8
DM-005/2023;Obra 1;13;AMG900;ACESSO;;0,0;1,0
DM-005/2023;Obra 1;14;AMG900;ACESSO;;0,0;11,3
DM-005/2023;Obra 1;15;AMG900;ACESSO;;0,0;3,6
DM-005/2023;Obra 1;16;AMG900;ACESSO;;0,0;12,0
DM-005/2023;Obra 1;17;AMG900;ACESSO;;4,8;6,3
DM-005/2023;Obra 1;18;AMG900;ACESSO;;11,3;12,8
DM-005/2023;Obra 1;19;BR262 ;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;72,4;95,7
DM-005/2023;Obra 1;20;BR262 ;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;95,7;116,6
DM-005/2023;Obra 1;21;BR262 ;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;116,6;121,6
DM-005/2023;Obra 1;22;BR262 ;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;121,6;148,2
DM-005/2023;Obra 1;23;BR356 ;BELO HORIZONTE-OURO PRETO-VIÇOSA-ERVÁLIA-MURIÉ-DIV MG/RJ;;89,8;94,4
DM-005/2023;Obra 1;24;BR356 ;BELO HORIZONTE-OURO PRETO-VIÇOSA-ERVÁLIA-MURIÉ-DIV MG/RJ;;94,4;111,2
DM-005/2023;Obra 1;25;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;531,3;532,8
DM-005/2023;Obra 1;26;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;532,8;569,2
DM-005/2023;Obra 1;27;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;569,2;572,6
DM-005/2023;Obra 1;28;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;572,6;574,0
DM-005/2023;Obra 1;29;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;574,0;575,6
DM-005/2023;Obra 1;30;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;575,6;582,3
DM-005/2023;Obra 1;31;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;582,3;588,1
DM-005/2023;Obra 1;32;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;588,1;604,8
DM-005/2023;Obra 1;33;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;604,8;607,7
DM-005/2023;Obra 1;34;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;607,7;609,4
DM-005/2023;Obra 1;35;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;609,4;610,0
DM-005/2023;Obra 1;36;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;610,0;618,3
DM-005/2023;Obra 1;37;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;618,3;620,1
DM-005/2023;Obra 1;38;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;620,1;628,9
DM-005/2023;Obra 1;39;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;628,9;633,9
DM-005/2023;Obra 1;40;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;104,3;105,3
DM-005/2023;Obra 1;41;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;105,3;114,7
DM-005/2023;Obra 1;42;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;114,7;116,8
DM-005/2023;Obra 1;43;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;116,8;122,9
DM-005/2023;Obra 1;44;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;122,9;129,7
DM-005/2023;Obra 1;45;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;129,7;132,0
DM-005/2023;Obra 1;46;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;132,0;145,8
DM-005/2023;Obra 1;47;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;145,8;150,2
DM-005/2023;Obra 1;48;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;152,0;152,6
DM-005/2023;Obra 1;49;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;152,6;184,0
DM-005/2023;Obra 1;50;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;184,0;185,3
DM-005/2023;Obra 1;51;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;185,3;205,1
